YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
1990,AK,Total Electric Power Industry,Total,5599506
1990,AK,Total Electric Power Industry,Coal,510573
1990,AK,Total Electric Power Industry,Hydroelectric Conventional,974521
1990,AK,Total Electric Power Industry,Natural Gas,3466261
1990,AK,Total Electric Power Industry,Petroleum,497116
1990,AK,Total Electric Power Industry,Wind,0
1990,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,151035
1990,AK,"Electric Generators, Electric Utilities",Total,4493024
1990,AK,"Electric Generators, Electric Utilities",Coal,311960
1990,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,974521
1990,AK,"Electric Generators, Electric Utilities",Natural Gas,2869638
1990,AK,"Electric Generators, Electric Utilities",Petroleum,336905
1990,AK,"Electric Generators, Electric Utilities",Wind,0
1990,AK,"Combined Heat and Power, Industrial Power",Total,840949
1990,AK,"Combined Heat and Power, Industrial Power",Natural Gas,596623
1990,AK,"Combined Heat and Power, Industrial Power",Petroleum,93291
1990,AK,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,151035
1990,AK,"Combined Heat and Power, Commercial Power",Total,265533
1990,AK,"Combined Heat and Power, Commercial Power",Coal,198613
1990,AK,"Combined Heat and Power, Commercial Power",Petroleum,66920
1990,AL,Total Electric Power Industry,Total,79652133
1990,AL,Total Electric Power Industry,Coal,53658115
1990,AL,Total Electric Power Industry,Hydroelectric Conventional,10366507
1990,AL,Total Electric Power Industry,Natural Gas,1020714
1990,AL,Total Electric Power Industry,Nuclear,12051882
1990,AL,Total Electric Power Industry,Other Biomass,47503
1990,AL,Total Electric Power Industry,Other Gases,269476
1990,AL,Total Electric Power Industry,Petroleum,138089
1990,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,2099847
1990,AL,"Electric Generators, Independent Power Producers",Total,27936
1990,AL,"Electric Generators, Independent Power Producers",Other Biomass,25310
1990,AL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,2626
1990,AL,"Electric Generators, Electric Utilities",Total,76231696
1990,AL,"Electric Generators, Electric Utilities",Coal,53301276
1990,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,10366507
1990,AL,"Electric Generators, Electric Utilities",Natural Gas,420115
1990,AL,"Electric Generators, Electric Utilities",Nuclear,12051882
1990,AL,"Electric Generators, Electric Utilities",Petroleum,91916
1990,AL,"Combined Heat and Power, Industrial Power",Total,2726688
1990,AL,"Combined Heat and Power, Industrial Power",Coal,314241
1990,AL,"Combined Heat and Power, Industrial Power",Natural Gas,567061
1990,AL,"Combined Heat and Power, Industrial Power",Other Biomass,22193
1990,AL,"Combined Heat and Power, Industrial Power",Other Gases,269476
1990,AL,"Combined Heat and Power, Industrial Power",Petroleum,46173
1990,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1507544
1990,AL,"Combined Heat and Power, Electric Power",Total,665813
1990,AL,"Combined Heat and Power, Electric Power",Coal,42598
1990,AL,"Combined Heat and Power, Electric Power",Natural Gas,33538
1990,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,589677
1990,AR,Total Electric Power Industry,Total,39099598
1990,AR,Total Electric Power Industry,Coal,19207935
1990,AR,Total Electric Power Industry,Hydroelectric Conventional,3654653
1990,AR,Total Electric Power Industry,Natural Gas,3578573
1990,AR,Total Electric Power Industry,Nuclear,11282053
1990,AR,Total Electric Power Industry,Other Biomass,15389
1990,AR,Total Electric Power Industry,Petroleum,79979
1990,AR,Total Electric Power Industry,Pumped Storage,42972
1990,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,1238044
1990,AR,"Electric Generators, Electric Utilities",Total,37053436
1990,AR,"Electric Generators, Electric Utilities",Coal,19160989
1990,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3654653
1990,AR,"Electric Generators, Electric Utilities",Natural Gas,2838913
1990,AR,"Electric Generators, Electric Utilities",Nuclear,11282053
1990,AR,"Electric Generators, Electric Utilities",Petroleum,73856
1990,AR,"Electric Generators, Electric Utilities",Pumped Storage,42972
1990,AR,"Combined Heat and Power, Industrial Power",Total,1990788
1990,AR,"Combined Heat and Power, Industrial Power",Coal,46946
1990,AR,"Combined Heat and Power, Industrial Power",Natural Gas,692117
1990,AR,"Combined Heat and Power, Industrial Power",Other Biomass,10560
1990,AR,"Combined Heat and Power, Industrial Power",Petroleum,3121
1990,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1238044
1990,AR,"Combined Heat and Power, Commercial Power",Total,55374
1990,AR,"Combined Heat and Power, Commercial Power",Natural Gas,47543
1990,AR,"Combined Heat and Power, Commercial Power",Other Biomass,4829
1990,AR,"Combined Heat and Power, Commercial Power",Petroleum,3002
1990,AZ,Total Electric Power Industry,Total,62774297
1990,AZ,Total Electric Power Industry,Coal,31915610
1990,AZ,Total Electric Power Industry,Hydroelectric Conventional,7417576
1990,AZ,Total Electric Power Industry,Natural Gas,2333900
1990,AZ,Total Electric Power Industry,Nuclear,20597689
1990,AZ,Total Electric Power Industry,Petroleum,151867
1990,AZ,Total Electric Power Industry,Pumped Storage,249767
1990,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,107888
1990,AZ,"Electric Generators, Electric Utilities",Total,62288980
1990,AZ,"Electric Generators, Electric Utilities",Coal,31636037
1990,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,7417576
1990,AZ,"Electric Generators, Electric Utilities",Natural Gas,2271504
1990,AZ,"Electric Generators, Electric Utilities",Nuclear,20597689
1990,AZ,"Electric Generators, Electric Utilities",Petroleum,116407
1990,AZ,"Electric Generators, Electric Utilities",Pumped Storage,249767
1990,AZ,"Combined Heat and Power, Industrial Power",Total,455233
1990,AZ,"Combined Heat and Power, Industrial Power",Coal,279573
1990,AZ,"Combined Heat and Power, Industrial Power",Natural Gas,33526
1990,AZ,"Combined Heat and Power, Industrial Power",Petroleum,34246
1990,AZ,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,107888
1990,AZ,"Combined Heat and Power, Commercial Power",Total,30084
1990,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,28870
1990,AZ,"Combined Heat and Power, Commercial Power",Petroleum,1214
1990,CA,Total Electric Power Industry,Total,165784909
1990,CA,Total Electric Power Industry,Coal,2637677
1990,CA,Total Electric Power Industry,Geothermal,14521254
1990,CA,Total Electric Power Industry,Hydroelectric Conventional,23792567
1990,CA,Total Electric Power Industry,Natural Gas,74168308
1990,CA,Total Electric Power Industry,Nuclear,32692807
1990,CA,Total Electric Power Industry,Other,0
1990,CA,Total Electric Power Industry,Other Biomass,2117915
1990,CA,Total Electric Power Industry,Other Gases,2146742
1990,CA,Total Electric Power Industry,Petroleum,5473852
1990,CA,Total Electric Power Industry,Pumped Storage,986252
1990,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,366668
1990,CA,Total Electric Power Industry,Wind,2758881
1990,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,4121986
1990,CA,"Electric Generators, Independent Power Producers",Total,15407378
1990,CA,"Electric Generators, Independent Power Producers",Coal,111785
1990,CA,"Electric Generators, Independent Power Producers",Geothermal,6091851
1990,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,976870
1990,CA,"Electric Generators, Independent Power Producers",Natural Gas,383704
1990,CA,"Electric Generators, Independent Power Producers",Other Biomass,1931950
1990,CA,"Electric Generators, Independent Power Producers",Other Gases,323
1990,CA,"Electric Generators, Independent Power Producers",Petroleum,431308
1990,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,364639
1990,CA,"Electric Generators, Independent Power Producers",Wind,2758838
1990,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,2356110
1990,CA,"Electric Generators, Electric Utilities",Total,114528000
1990,CA,"Electric Generators, Electric Utilities",Geothermal,8429403
1990,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,22808272
1990,CA,"Electric Generators, Electric Utilities",Natural Gas,45221848
1990,CA,"Electric Generators, Electric Utilities",Nuclear,32692807
1990,CA,"Electric Generators, Electric Utilities",Other Biomass,2111
1990,CA,"Electric Generators, Electric Utilities",Petroleum,4385235
1990,CA,"Electric Generators, Electric Utilities",Pumped Storage,986252
1990,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2029
1990,CA,"Electric Generators, Electric Utilities",Wind,43
1990,CA,"Combined Heat and Power, Industrial Power",Total,16572153
1990,CA,"Combined Heat and Power, Industrial Power",Coal,1024772
1990,CA,"Combined Heat and Power, Industrial Power",Natural Gas,11100821
1990,CA,"Combined Heat and Power, Industrial Power",Other,0
1990,CA,"Combined Heat and Power, Industrial Power",Other Biomass,65528
1990,CA,"Combined Heat and Power, Industrial Power",Other Gases,2025432
1990,CA,"Combined Heat and Power, Industrial Power",Petroleum,635949
1990,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1719651
1990,CA,"Combined Heat and Power, Electric Power",Total,17547076
1990,CA,"Combined Heat and Power, Electric Power",Coal,1501120
1990,CA,"Combined Heat and Power, Electric Power",Natural Gas,15899278
1990,CA,"Combined Heat and Power, Electric Power",Other Biomass,91472
1990,CA,"Combined Heat and Power, Electric Power",Petroleum,8981
1990,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,46225
1990,CA,"Combined Heat and Power, Commercial Power",Total,1730302
1990,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,7425
1990,CA,"Combined Heat and Power, Commercial Power",Natural Gas,1562657
1990,CA,"Combined Heat and Power, Commercial Power",Other Biomass,26854
1990,CA,"Combined Heat and Power, Commercial Power",Other Gases,120987
1990,CA,"Combined Heat and Power, Commercial Power",Petroleum,12379
1990,CO,Total Electric Power Industry,Total,32548127
1990,CO,Total Electric Power Industry,Coal,29814983
1990,CO,Total Electric Power Industry,Hydroelectric Conventional,1419870
1990,CO,Total Electric Power Industry,Natural Gas,1290092
1990,CO,Total Electric Power Industry,Other Biomass,28990
1990,CO,Total Electric Power Industry,Petroleum,27390
1990,CO,Total Electric Power Industry,Pumped Storage,-33198
1990,CO,"Electric Generators, Independent Power Producers",Total,225959
1990,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,110909
1990,CO,"Electric Generators, Independent Power Producers",Natural Gas,115050
1990,CO,"Electric Generators, Electric Utilities",Total,31312872
1990,CO,"Electric Generators, Electric Utilities",Coal,29602738
1990,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1308961
1990,CO,"Electric Generators, Electric Utilities",Natural Gas,409078
1990,CO,"Electric Generators, Electric Utilities",Other Biomass,164
1990,CO,"Electric Generators, Electric Utilities",Petroleum,25129
1990,CO,"Electric Generators, Electric Utilities",Pumped Storage,-33198
1990,CO,"Combined Heat and Power, Industrial Power",Total,53888
1990,CO,"Combined Heat and Power, Industrial Power",Natural Gas,51627
1990,CO,"Combined Heat and Power, Industrial Power",Petroleum,2261
1990,CO,"Combined Heat and Power, Electric Power",Total,930200
1990,CO,"Combined Heat and Power, Electric Power",Coal,212245
1990,CO,"Combined Heat and Power, Electric Power",Natural Gas,714337
1990,CO,"Combined Heat and Power, Electric Power",Other Biomass,3618
1990,CO,"Combined Heat and Power, Commercial Power",Total,25208
1990,CO,"Combined Heat and Power, Commercial Power",Other Biomass,25208
1990,CT,Total Electric Power Industry,Total,35147247
1990,CT,Total Electric Power Industry,Coal,3594645
1990,CT,Total Electric Power Industry,Hydroelectric Conventional,570619
1990,CT,Total Electric Power Industry,Natural Gas,1251479
1990,CT,Total Electric Power Industry,Nuclear,19776250
1990,CT,Total Electric Power Industry,Other,0
1990,CT,Total Electric Power Industry,Other Biomass,1073310
1990,CT,Total Electric Power Industry,Other Gases,4
1990,CT,Total Electric Power Industry,Petroleum,8874466
1990,CT,Total Electric Power Industry,Pumped Storage,6474
1990,CT,"Electric Generators, Independent Power Producers",Total,672825
1990,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,67239
1990,CT,"Electric Generators, Independent Power Producers",Other Biomass,605586
1990,CT,"Electric Generators, Electric Utilities",Total,32155574
1990,CT,"Electric Generators, Electric Utilities",Coal,2351049
1990,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,495848
1990,CT,"Electric Generators, Electric Utilities",Natural Gas,471836
1990,CT,"Electric Generators, Electric Utilities",Nuclear,19776250
1990,CT,"Electric Generators, Electric Utilities",Other Biomass,421546
1990,CT,"Electric Generators, Electric Utilities",Petroleum,8632571
1990,CT,"Electric Generators, Electric Utilities",Pumped Storage,6474
1990,CT,"Combined Heat and Power, Industrial Power",Total,190315
1990,CT,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,7532
1990,CT,"Combined Heat and Power, Industrial Power",Natural Gas,10612
1990,CT,"Combined Heat and Power, Industrial Power",Other,0
1990,CT,"Combined Heat and Power, Industrial Power",Petroleum,172171
1990,CT,"Combined Heat and Power, Electric Power",Total,1986751
1990,CT,"Combined Heat and Power, Electric Power",Coal,1243596
1990,CT,"Combined Heat and Power, Electric Power",Natural Gas,654360
1990,CT,"Combined Heat and Power, Electric Power",Other Biomass,46178
1990,CT,"Combined Heat and Power, Electric Power",Other Gases,4
1990,CT,"Combined Heat and Power, Electric Power",Petroleum,42613
1990,CT,"Combined Heat and Power, Commercial Power",Total,141782
1990,CT,"Combined Heat and Power, Commercial Power",Natural Gas,114671
1990,CT,"Combined Heat and Power, Commercial Power",Petroleum,27111
1990,DC,Total Electric Power Industry,Total,361043
1990,DC,Total Electric Power Industry,Coal,0
1990,DC,Total Electric Power Industry,Petroleum,361043
1990,DC,"Electric Generators, Electric Utilities",Total,361043
1990,DC,"Electric Generators, Electric Utilities",Petroleum,361043
1990,DC,"Combined Heat and Power, Commercial Power",Total,0
1990,DC,"Combined Heat and Power, Commercial Power",Coal,0
1990,DE,Total Electric Power Industry,Total,7841500
1990,DE,Total Electric Power Industry,Coal,5113479
1990,DE,Total Electric Power Industry,Natural Gas,763019
1990,DE,Total Electric Power Industry,Other,6315
1990,DE,Total Electric Power Industry,Other Gases,164881
1990,DE,Total Electric Power Industry,Petroleum,1793806
1990,DE,"Electric Generators, Electric Utilities",Total,7099663
1990,DE,"Electric Generators, Electric Utilities",Coal,4904473
1990,DE,"Electric Generators, Electric Utilities",Natural Gas,759004
1990,DE,"Electric Generators, Electric Utilities",Petroleum,1436186
1990,DE,"Combined Heat and Power, Industrial Power",Total,741837
1990,DE,"Combined Heat and Power, Industrial Power",Coal,209006
1990,DE,"Combined Heat and Power, Industrial Power",Natural Gas,4015
1990,DE,"Combined Heat and Power, Industrial Power",Other,6315
1990,DE,"Combined Heat and Power, Industrial Power",Other Gases,164881
1990,DE,"Combined Heat and Power, Industrial Power",Petroleum,357620
1990,FL,Total Electric Power Industry,Total,131502553
1990,FL,Total Electric Power Industry,Coal,60100257
1990,FL,Total Electric Power Industry,Hydroelectric Conventional,174604
1990,FL,Total Electric Power Industry,Natural Gas,18642683
1990,FL,Total Electric Power Industry,Nuclear,21779560
1990,FL,Total Electric Power Industry,Other,1453102
1990,FL,Total Electric Power Industry,Other Biomass,1673078
1990,FL,Total Electric Power Industry,Petroleum,25535138
1990,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,2144131
1990,FL,"Electric Generators, Independent Power Producers",Total,1695776
1990,FL,"Electric Generators, Independent Power Producers",Natural Gas,1166
1990,FL,"Electric Generators, Independent Power Producers",Other Biomass,1542643
1990,FL,"Electric Generators, Independent Power Producers",Petroleum,769
1990,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,151198
1990,FL,"Electric Generators, Electric Utilities",Total,123623905
1990,FL,"Electric Generators, Electric Utilities",Coal,59073203
1990,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,174604
1990,FL,"Electric Generators, Electric Utilities",Natural Gas,17504242
1990,FL,"Electric Generators, Electric Utilities",Nuclear,21779560
1990,FL,"Electric Generators, Electric Utilities",Petroleum,25092296
1990,FL,"Combined Heat and Power, Industrial Power",Total,5290804
1990,FL,"Combined Heat and Power, Industrial Power",Coal,383736
1990,FL,"Combined Heat and Power, Industrial Power",Natural Gas,928175
1990,FL,"Combined Heat and Power, Industrial Power",Other,1453102
1990,FL,"Combined Heat and Power, Industrial Power",Other Biomass,97705
1990,FL,"Combined Heat and Power, Industrial Power",Petroleum,435153
1990,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1992933
1990,FL,"Combined Heat and Power, Electric Power",Total,647307
1990,FL,"Combined Heat and Power, Electric Power",Coal,643318
1990,FL,"Combined Heat and Power, Electric Power",Petroleum,3989
1990,FL,"Combined Heat and Power, Commercial Power",Total,244761
1990,FL,"Combined Heat and Power, Commercial Power",Natural Gas,209100
1990,FL,"Combined Heat and Power, Commercial Power",Other Biomass,32730
1990,FL,"Combined Heat and Power, Commercial Power",Petroleum,2931
1990,GA,Total Electric Power Industry,Total,102686240
1990,GA,Total Electric Power Industry,Coal,68545692
1990,GA,Total Electric Power Industry,Hydroelectric Conventional,4589117
1990,GA,Total Electric Power Industry,Natural Gas,830180
1990,GA,Total Electric Power Industry,Nuclear,24796884
1990,GA,Total Electric Power Industry,Other,1
1990,GA,Total Electric Power Industry,Other Biomass,135457
1990,GA,Total Electric Power Industry,Petroleum,499480
1990,GA,Total Electric Power Industry,Pumped Storage,342110
1990,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,2947319
1990,GA,"Electric Generators, Independent Power Producers",Total,8021
1990,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,7982
1990,GA,"Electric Generators, Independent Power Producers",Natural Gas,24
1990,GA,"Electric Generators, Independent Power Producers",Petroleum,15
1990,GA,"Electric Generators, Electric Utilities",Total,97565058
1990,GA,"Electric Generators, Electric Utilities",Coal,67564750
1990,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,4544712
1990,GA,"Electric Generators, Electric Utilities",Natural Gas,151615
1990,GA,"Electric Generators, Electric Utilities",Nuclear,24796884
1990,GA,"Electric Generators, Electric Utilities",Petroleum,164987
1990,GA,"Electric Generators, Electric Utilities",Pumped Storage,342110
1990,GA,"Combined Heat and Power, Industrial Power",Total,5110380
1990,GA,"Combined Heat and Power, Industrial Power",Coal,980942
1990,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,36423
1990,GA,"Combined Heat and Power, Industrial Power",Natural Gas,678423
1990,GA,"Combined Heat and Power, Industrial Power",Other,1
1990,GA,"Combined Heat and Power, Industrial Power",Other Biomass,135457
1990,GA,"Combined Heat and Power, Industrial Power",Petroleum,331815
1990,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2947319
1990,GA,"Combined Heat and Power, Commercial Power",Total,2781
1990,GA,"Combined Heat and Power, Commercial Power",Natural Gas,118
1990,GA,"Combined Heat and Power, Commercial Power",Petroleum,2663
1990,HI,Total Electric Power Industry,Total,9702752
1990,HI,Total Electric Power Industry,Coal,2381
1990,HI,Total Electric Power Industry,Geothermal,0
1990,HI,Total Electric Power Industry,Hydroelectric Conventional,79516
1990,HI,Total Electric Power Industry,Other Biomass,840005
1990,HI,Total Electric Power Industry,Other Gases,16163
1990,HI,Total Electric Power Industry,Petroleum,8735862
1990,HI,Total Electric Power Industry,Wind,28825
1990,HI,"Electric Generators, Independent Power Producers",Total,385510
1990,HI,"Electric Generators, Independent Power Producers",Other Biomass,342851
1990,HI,"Electric Generators, Independent Power Producers",Petroleum,13834
1990,HI,"Electric Generators, Independent Power Producers",Wind,28825
1990,HI,"Electric Generators, Electric Utilities",Total,7996096
1990,HI,"Electric Generators, Electric Utilities",Geothermal,0
1990,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,22743
1990,HI,"Electric Generators, Electric Utilities",Other Biomass,5999
1990,HI,"Electric Generators, Electric Utilities",Petroleum,7967354
1990,HI,"Combined Heat and Power, Industrial Power",Total,778856
1990,HI,"Combined Heat and Power, Industrial Power",Coal,1196
1990,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,56773
1990,HI,"Combined Heat and Power, Industrial Power",Other Biomass,407991
1990,HI,"Combined Heat and Power, Industrial Power",Other Gases,16163
1990,HI,"Combined Heat and Power, Industrial Power",Petroleum,296733
1990,HI,"Combined Heat and Power, Electric Power",Total,542290
1990,HI,"Combined Heat and Power, Electric Power",Coal,1185
1990,HI,"Combined Heat and Power, Electric Power",Other Biomass,83164
1990,HI,"Combined Heat and Power, Electric Power",Petroleum,457941
1990,IA,Total Electric Power Industry,Total,30044506
1990,IA,Total Electric Power Industry,Coal,25751941
1990,IA,Total Electric Power Industry,Hydroelectric Conventional,875114
1990,IA,Total Electric Power Industry,Natural Gas,333390
1990,IA,Total Electric Power Industry,Nuclear,3011572
1990,IA,Total Electric Power Industry,Other Biomass,18018
1990,IA,Total Electric Power Industry,Petroleum,54471
1990,IA,"Electric Generators, Independent Power Producers",Total,19955
1990,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,18266
1990,IA,"Electric Generators, Independent Power Producers",Natural Gas,1392
1990,IA,"Electric Generators, Independent Power Producers",Petroleum,297
1990,IA,"Electric Generators, Electric Utilities",Total,29047940
1990,IA,"Electric Generators, Electric Utilities",Coal,24879567
1990,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,856848
1990,IA,"Electric Generators, Electric Utilities",Natural Gas,231263
1990,IA,"Electric Generators, Electric Utilities",Nuclear,3011572
1990,IA,"Electric Generators, Electric Utilities",Other Biomass,17375
1990,IA,"Electric Generators, Electric Utilities",Petroleum,51315
1990,IA,"Combined Heat and Power, Industrial Power",Total,835446
1990,IA,"Combined Heat and Power, Industrial Power",Coal,757340
1990,IA,"Combined Heat and Power, Industrial Power",Natural Gas,74960
1990,IA,"Combined Heat and Power, Industrial Power",Other Biomass,643
1990,IA,"Combined Heat and Power, Industrial Power",Petroleum,2503
1990,IA,"Combined Heat and Power, Electric Power",Total,123970
1990,IA,"Combined Heat and Power, Electric Power",Coal,103126
1990,IA,"Combined Heat and Power, Electric Power",Natural Gas,20844
1990,IA,"Combined Heat and Power, Commercial Power",Total,17195
1990,IA,"Combined Heat and Power, Commercial Power",Coal,11908
1990,IA,"Combined Heat and Power, Commercial Power",Natural Gas,4931
1990,IA,"Combined Heat and Power, Commercial Power",Petroleum,356
1990,ID,Total Electric Power Industry,Total,9691475
1990,ID,Total Electric Power Industry,Coal,44371
1990,ID,Total Electric Power Industry,Hydroelectric Conventional,9114990
1990,ID,Total Electric Power Industry,Natural Gas,55714
1990,ID,Total Electric Power Industry,Other,65203
1990,ID,Total Electric Power Industry,Petroleum,994
1990,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,410203
1990,ID,"Electric Generators, Independent Power Producers",Total,497628
1990,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,497628
1990,ID,"Electric Generators, Electric Utilities",Total,8617977
1990,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,8617362
1990,ID,"Electric Generators, Electric Utilities",Petroleum,615
1990,ID,"Combined Heat and Power, Industrial Power",Total,494877
1990,ID,"Combined Heat and Power, Industrial Power",Coal,44371
1990,ID,"Combined Heat and Power, Industrial Power",Natural Gas,55714
1990,ID,"Combined Heat and Power, Industrial Power",Other,65203
1990,ID,"Combined Heat and Power, Industrial Power",Petroleum,379
1990,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,329210
1990,ID,"Combined Heat and Power, Electric Power",Total,80993
1990,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,80993
1990,IL,Total Electric Power Industry,Total,129392471
1990,IL,Total Electric Power Industry,Coal,54966018
1990,IL,Total Electric Power Industry,Hydroelectric Conventional,143926
1990,IL,Total Electric Power Industry,Natural Gas,1419891
1990,IL,Total Electric Power Industry,Nuclear,71887302
1990,IL,Total Electric Power Industry,Other Biomass,154855
1990,IL,Total Electric Power Industry,Other Gases,381562
1990,IL,Total Electric Power Industry,Petroleum,438584
1990,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,333
1990,IL,"Electric Generators, Independent Power Producers",Total,209717
1990,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,83086
1990,IL,"Electric Generators, Independent Power Producers",Other Biomass,126525
1990,IL,"Electric Generators, Independent Power Producers",Petroleum,106
1990,IL,"Electric Generators, Electric Utilities",Total,126977389
1990,IL,"Electric Generators, Electric Utilities",Coal,53865768
1990,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,60840
1990,IL,"Electric Generators, Electric Utilities",Natural Gas,740926
1990,IL,"Electric Generators, Electric Utilities",Nuclear,71887302
1990,IL,"Electric Generators, Electric Utilities",Petroleum,422553
1990,IL,"Combined Heat and Power, Industrial Power",Total,2097646
1990,IL,"Combined Heat and Power, Industrial Power",Coal,1100250
1990,IL,"Combined Heat and Power, Industrial Power",Natural Gas,599576
1990,IL,"Combined Heat and Power, Industrial Power",Other Gases,381562
1990,IL,"Combined Heat and Power, Industrial Power",Petroleum,15925
1990,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,333
1990,IL,"Combined Heat and Power, Electric Power",Total,37664
1990,IL,"Combined Heat and Power, Electric Power",Natural Gas,9334
1990,IL,"Combined Heat and Power, Electric Power",Other Biomass,28330
1990,IL,"Combined Heat and Power, Commercial Power",Total,70055
1990,IL,"Combined Heat and Power, Commercial Power",Natural Gas,70055
1990,IL,"Combined Heat and Power, Commercial Power",Petroleum,0
1990,IN,Total Electric Power Industry,Total,101417116
1990,IN,Total Electric Power Industry,Coal,96925554
1990,IN,Total Electric Power Industry,Hydroelectric Conventional,441021
1990,IN,Total Electric Power Industry,Natural Gas,1470837
1990,IN,Total Electric Power Industry,Other Biomass,37117
1990,IN,Total Electric Power Industry,Other Gases,1674549
1990,IN,Total Electric Power Industry,Petroleum,868038
1990,IN,"Electric Generators, Electric Utilities",Total,97738497
1990,IN,"Electric Generators, Electric Utilities",Coal,96012872
1990,IN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,441021
1990,IN,"Electric Generators, Electric Utilities",Natural Gas,610620
1990,IN,"Electric Generators, Electric Utilities",Petroleum,673984
1990,IN,"Combined Heat and Power, Industrial Power",Total,3555176
1990,IN,"Combined Heat and Power, Industrial Power",Coal,831188
1990,IN,"Combined Heat and Power, Industrial Power",Natural Gas,855943
1990,IN,"Combined Heat and Power, Industrial Power",Other Gases,1674549
1990,IN,"Combined Heat and Power, Industrial Power",Petroleum,193496
1990,IN,"Combined Heat and Power, Commercial Power",Total,123443
1990,IN,"Combined Heat and Power, Commercial Power",Coal,81494
1990,IN,"Combined Heat and Power, Commercial Power",Natural Gas,4274
1990,IN,"Combined Heat and Power, Commercial Power",Other Biomass,37117
1990,IN,"Combined Heat and Power, Commercial Power",Petroleum,558
1990,KS,Total Electric Power Industry,Total,34184857
1990,KS,Total Electric Power Industry,Coal,23720258
1990,KS,Total Electric Power Industry,Hydroelectric Conventional,13234
1990,KS,Total Electric Power Industry,Natural Gas,2502807
1990,KS,Total Electric Power Industry,Nuclear,7874487
1990,KS,Total Electric Power Industry,Petroleum,74026
1990,KS,Total Electric Power Industry,Wind,45
1990,KS,"Electric Generators, Independent Power Producers",Total,1465
1990,KS,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1465
1990,KS,"Electric Generators, Electric Utilities",Total,33868644
1990,KS,"Electric Generators, Electric Utilities",Coal,23720258
1990,KS,"Electric Generators, Electric Utilities",Hydroelectric Conventional,11769
1990,KS,"Electric Generators, Electric Utilities",Natural Gas,2196341
1990,KS,"Electric Generators, Electric Utilities",Nuclear,7874487
1990,KS,"Electric Generators, Electric Utilities",Petroleum,65744
1990,KS,"Electric Generators, Electric Utilities",Wind,45
