YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
1990,KS,"Combined Heat and Power, Industrial Power",Total,314748
1990,KS,"Combined Heat and Power, Industrial Power",Natural Gas,306466
1990,KS,"Combined Heat and Power, Industrial Power",Petroleum,8282
1990,KY,Total Electric Power Industry,Total,73807286
1990,KY,Total Electric Power Industry,Coal,70500461
1990,KY,Total Electric Power Industry,Hydroelectric Conventional,3160383
1990,KY,Total Electric Power Industry,Natural Gas,27796
1990,KY,Total Electric Power Industry,Petroleum,118646
1990,KY,"Electric Generators, Electric Utilities",Total,73807286
1990,KY,"Electric Generators, Electric Utilities",Coal,70500461
1990,KY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3160383
1990,KY,"Electric Generators, Electric Utilities",Natural Gas,27796
1990,KY,"Electric Generators, Electric Utilities",Petroleum,118646
1990,LA,Total Electric Power Industry,Total,76465630
1990,LA,Total Electric Power Industry,Coal,17856687
1990,LA,Total Electric Power Industry,Hydroelectric Conventional,656492
1990,LA,Total Electric Power Industry,Natural Gas,39474866
1990,LA,Total Electric Power Industry,Nuclear,14196784
1990,LA,Total Electric Power Industry,Other,1292819
1990,LA,Total Electric Power Industry,Other Biomass,91646
1990,LA,Total Electric Power Industry,Other Gases,440700
1990,LA,Total Electric Power Industry,Petroleum,232098
1990,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,2223538
1990,LA,"Electric Generators, Independent Power Producers",Total,865775
1990,LA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,656492
1990,LA,"Electric Generators, Independent Power Producers",Natural Gas,28014
1990,LA,"Electric Generators, Independent Power Producers",Other Biomass,91646
1990,LA,"Electric Generators, Independent Power Producers",Petroleum,89623
1990,LA,"Electric Generators, Electric Utilities",Total,58168408
1990,LA,"Electric Generators, Electric Utilities",Coal,17800084
1990,LA,"Electric Generators, Electric Utilities",Natural Gas,26041280
1990,LA,"Electric Generators, Electric Utilities",Nuclear,14196784
1990,LA,"Electric Generators, Electric Utilities",Petroleum,130260
1990,LA,"Combined Heat and Power, Industrial Power",Total,15797113
1990,LA,"Combined Heat and Power, Industrial Power",Coal,56603
1990,LA,"Combined Heat and Power, Industrial Power",Natural Gas,11771238
1990,LA,"Combined Heat and Power, Industrial Power",Other,1292819
1990,LA,"Combined Heat and Power, Industrial Power",Other Biomass,0
1990,LA,"Combined Heat and Power, Industrial Power",Other Gases,440700
1990,LA,"Combined Heat and Power, Industrial Power",Petroleum,12215
1990,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,2223538
1990,LA,"Combined Heat and Power, Electric Power",Total,1603665
1990,LA,"Combined Heat and Power, Electric Power",Natural Gas,1603665
1990,LA,"Combined Heat and Power, Electric Power",Petroleum,0
1990,LA,"Combined Heat and Power, Commercial Power",Total,30669
1990,LA,"Combined Heat and Power, Commercial Power",Natural Gas,30669
1990,MA,Total Electric Power Industry,Total,39811011
1990,MA,Total Electric Power Industry,Coal,11365893
1990,MA,Total Electric Power Industry,Hydroelectric Conventional,1249242
1990,MA,Total Electric Power Industry,Natural Gas,6132702
1990,MA,Total Electric Power Industry,Nuclear,5069620
1990,MA,Total Electric Power Industry,Other Biomass,1560515
1990,MA,Total Electric Power Industry,Other Gases,830
1990,MA,Total Electric Power Industry,Petroleum,15101792
1990,MA,Total Electric Power Industry,Pumped Storage,-669583
1990,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,0
1990,MA,"Electric Generators, Independent Power Producers",Total,1729309
1990,MA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,268881
1990,MA,"Electric Generators, Independent Power Producers",Natural Gas,6403
1990,MA,"Electric Generators, Independent Power Producers",Other Biomass,1445924
1990,MA,"Electric Generators, Independent Power Producers",Petroleum,8101
1990,MA,"Electric Generators, Electric Utilities",Total,36478610
1990,MA,"Electric Generators, Electric Utilities",Coal,11273069
1990,MA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,969108
1990,MA,"Electric Generators, Electric Utilities",Natural Gas,5279993
1990,MA,"Electric Generators, Electric Utilities",Nuclear,5069620
1990,MA,"Electric Generators, Electric Utilities",Petroleum,14556403
1990,MA,"Electric Generators, Electric Utilities",Pumped Storage,-669583
1990,MA,"Combined Heat and Power, Industrial Power",Total,546661
1990,MA,"Combined Heat and Power, Industrial Power",Coal,39187
1990,MA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,11253
1990,MA,"Combined Heat and Power, Industrial Power",Natural Gas,240711
1990,MA,"Combined Heat and Power, Industrial Power",Other Biomass,69738
1990,MA,"Combined Heat and Power, Industrial Power",Petroleum,185772
1990,MA,"Combined Heat and Power, Electric Power",Total,750576
1990,MA,"Combined Heat and Power, Electric Power",Coal,53637
1990,MA,"Combined Heat and Power, Electric Power",Natural Gas,592055
1990,MA,"Combined Heat and Power, Electric Power",Other Biomass,44845
1990,MA,"Combined Heat and Power, Electric Power",Other Gases,830
1990,MA,"Combined Heat and Power, Electric Power",Petroleum,59209
1990,MA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
1990,MA,"Combined Heat and Power, Commercial Power",Total,305855
1990,MA,"Combined Heat and Power, Commercial Power",Natural Gas,13540
1990,MA,"Combined Heat and Power, Commercial Power",Other Biomass,8
1990,MA,"Combined Heat and Power, Commercial Power",Petroleum,292307
1990,MD,Total Electric Power Industry,Total,33162292
1990,MD,Total Electric Power Industry,Coal,23509862
1990,MD,Total Electric Power Industry,Hydroelectric Conventional,2298910
1990,MD,Total Electric Power Industry,Natural Gas,1522443
1990,MD,Total Electric Power Industry,Nuclear,1251416
1990,MD,Total Electric Power Industry,Other Biomass,371074
1990,MD,Total Electric Power Industry,Other Gases,488197
1990,MD,Total Electric Power Industry,Petroleum,3571272
1990,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,149118
1990,MD,"Electric Generators, Independent Power Producers",Total,19857
1990,MD,"Electric Generators, Independent Power Producers",Other Biomass,19857
1990,MD,"Electric Generators, Electric Utilities",Total,31497406
1990,MD,"Electric Generators, Electric Utilities",Coal,23299412
1990,MD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2298910
1990,MD,"Electric Generators, Electric Utilities",Natural Gas,1319588
1990,MD,"Electric Generators, Electric Utilities",Nuclear,1251416
1990,MD,"Electric Generators, Electric Utilities",Other Biomass,0
1990,MD,"Electric Generators, Electric Utilities",Petroleum,3328080
1990,MD,"Combined Heat and Power, Industrial Power",Total,347398
1990,MD,"Combined Heat and Power, Industrial Power",Coal,183267
1990,MD,"Combined Heat and Power, Industrial Power",Natural Gas,28381
1990,MD,"Combined Heat and Power, Industrial Power",Petroleum,4102
1990,MD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,131648
1990,MD,"Combined Heat and Power, Electric Power",Total,1227014
1990,MD,"Combined Heat and Power, Electric Power",Natural Gas,174474
1990,MD,"Combined Heat and Power, Electric Power",Other Biomass,334824
1990,MD,"Combined Heat and Power, Electric Power",Other Gases,488197
1990,MD,"Combined Heat and Power, Electric Power",Petroleum,229519
1990,MD,"Combined Heat and Power, Commercial Power",Total,70617
1990,MD,"Combined Heat and Power, Commercial Power",Coal,27183
1990,MD,"Combined Heat and Power, Commercial Power",Other Biomass,16393
1990,MD,"Combined Heat and Power, Commercial Power",Petroleum,9571
1990,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,17470
1990,ME,Total Electric Power Industry,Total,15946014
1990,ME,Total Electric Power Industry,Coal,453218
1990,ME,Total Electric Power Industry,Hydroelectric Conventional,4090536
1990,ME,Total Electric Power Industry,Natural Gas,50786
1990,ME,Total Electric Power Industry,Nuclear,4860727
1990,ME,Total Electric Power Industry,Other Biomass,360798
1990,ME,Total Electric Power Industry,Petroleum,3081100
1990,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,3048849
1990,ME,"Electric Generators, Independent Power Producers",Total,1880019
1990,ME,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,636300
1990,ME,"Electric Generators, Independent Power Producers",Natural Gas,13277
1990,ME,"Electric Generators, Independent Power Producers",Other Biomass,195063
1990,ME,"Electric Generators, Independent Power Producers",Petroleum,1738
1990,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,1033641
1990,ME,"Electric Generators, Electric Utilities",Total,9063595
1990,ME,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2110064
1990,ME,"Electric Generators, Electric Utilities",Nuclear,4860727
1990,ME,"Electric Generators, Electric Utilities",Petroleum,2092804
1990,ME,"Combined Heat and Power, Industrial Power",Total,4361911
1990,ME,"Combined Heat and Power, Industrial Power",Coal,186945
1990,ME,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1344172
1990,ME,"Combined Heat and Power, Industrial Power",Natural Gas,37509
1990,ME,"Combined Heat and Power, Industrial Power",Other Biomass,29649
1990,ME,"Combined Heat and Power, Industrial Power",Petroleum,975643
1990,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1787993
1990,ME,"Combined Heat and Power, Electric Power",Total,473221
1990,ME,"Combined Heat and Power, Electric Power",Coal,266273
1990,ME,"Combined Heat and Power, Electric Power",Petroleum,8768
1990,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,198180
1990,ME,"Combined Heat and Power, Commercial Power",Total,167268
1990,ME,"Combined Heat and Power, Commercial Power",Coal,0
1990,ME,"Combined Heat and Power, Commercial Power",Other Biomass,136086
1990,ME,"Combined Heat and Power, Commercial Power",Petroleum,2147
1990,ME,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,29035
1990,MI,Total Electric Power Industry,Total,100059737
1990,MI,Total Electric Power Industry,Coal,67066870
1990,MI,Total Electric Power Industry,Hydroelectric Conventional,1627918
1990,MI,Total Electric Power Industry,Natural Gas,7837956
1990,MI,Total Electric Power Industry,Nuclear,21610500
1990,MI,Total Electric Power Industry,Other Biomass,310842
1990,MI,Total Electric Power Industry,Other Gases,340949
1990,MI,Total Electric Power Industry,Petroleum,861725
1990,MI,Total Electric Power Industry,Pumped Storage,-694986
1990,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,1097963
1990,MI,"Electric Generators, Independent Power Producers",Total,638997
1990,MI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,111986
1990,MI,"Electric Generators, Independent Power Producers",Natural Gas,4014
1990,MI,"Electric Generators, Independent Power Producers",Other Biomass,135097
1990,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,387900
1990,MI,"Electric Generators, Electric Utilities",Total,89058681
1990,MI,"Electric Generators, Electric Utilities",Coal,65295742
1990,MI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1492822
1990,MI,"Electric Generators, Electric Utilities",Natural Gas,665142
1990,MI,"Electric Generators, Electric Utilities",Nuclear,21610500
1990,MI,"Electric Generators, Electric Utilities",Petroleum,689461
1990,MI,"Electric Generators, Electric Utilities",Pumped Storage,-694986
1990,MI,"Combined Heat and Power, Industrial Power",Total,3597090
1990,MI,"Combined Heat and Power, Industrial Power",Coal,1378933
1990,MI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,23110
1990,MI,"Combined Heat and Power, Industrial Power",Natural Gas,978650
1990,MI,"Combined Heat and Power, Industrial Power",Other Biomass,1436
1990,MI,"Combined Heat and Power, Industrial Power",Other Gases,340949
1990,MI,"Combined Heat and Power, Industrial Power",Petroleum,169150
1990,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,704862
1990,MI,"Combined Heat and Power, Electric Power",Total,6353648
1990,MI,"Combined Heat and Power, Electric Power",Coal,186085
1990,MI,"Combined Heat and Power, Electric Power",Natural Gas,6162052
1990,MI,"Combined Heat and Power, Electric Power",Petroleum,310
1990,MI,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,5201
1990,MI,"Combined Heat and Power, Commercial Power",Total,411321
1990,MI,"Combined Heat and Power, Commercial Power",Coal,206110
1990,MI,"Combined Heat and Power, Commercial Power",Natural Gas,28098
1990,MI,"Combined Heat and Power, Commercial Power",Other Biomass,174309
1990,MI,"Combined Heat and Power, Commercial Power",Petroleum,2804
1990,MN,Total Electric Power Industry,Total,43070376
1990,MN,Total Electric Power Industry,Coal,28176280
1990,MN,Total Electric Power Industry,Hydroelectric Conventional,857046
1990,MN,Total Electric Power Industry,Natural Gas,539839
1990,MN,Total Electric Power Industry,Nuclear,12139302
1990,MN,Total Electric Power Industry,Other Biomass,484811
1990,MN,Total Electric Power Industry,Petroleum,447814
1990,MN,Total Electric Power Industry,Wind,266
1990,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,425018
1990,MN,"Electric Generators, Independent Power Producers",Total,239507
1990,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,27794
1990,MN,"Electric Generators, Independent Power Producers",Natural Gas,4473
1990,MN,"Electric Generators, Independent Power Producers",Other Biomass,207240
1990,MN,"Electric Generators, Electric Utilities",Total,41549628
1990,MN,"Electric Generators, Electric Utilities",Coal,27587603
1990,MN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,657574
1990,MN,"Electric Generators, Electric Utilities",Natural Gas,326083
1990,MN,"Electric Generators, Electric Utilities",Nuclear,12139302
1990,MN,"Electric Generators, Electric Utilities",Other Biomass,250363
1990,MN,"Electric Generators, Electric Utilities",Petroleum,440740
