"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"TXACBUS","194913","7879.511","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195013","8383.41","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195113","8933.492","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195213","8906.901","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195313","9030.068","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195413","8822.565","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195513","9474.444","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195613","9790.341","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195713","9836.715","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195813","9952.027","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","195913","10297.638","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196013","10559.621","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196113","10733.759","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196213","11184.919","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196313","11620.061","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196413","11963.275","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196513","12398.748","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196613","13067.569","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196713","13718.245","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196813","14831.282","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","196913","15471.308","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197013","16061.948","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197113","16694.402","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197213","17682.204","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197301","1504.805","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197302","1438.298","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197303","1561.293","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197304","1480.403","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197305","1622.115","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197306","1541.377","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197307","1584.971","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197308","1646.908","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197309","1503.443","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197310","1577.704","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197311","1581.538","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197312","1534.434","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197313","18577.289","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197401","1438.094","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197402","1338.913","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197403","1480.536","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197404","1467.557","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197405","1557.263","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197406","1525.901","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197407","1579.05","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197408","1601.854","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197409","1456.481","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197410","1569.737","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197411","1507.22","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197412","1564.631","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197413","18087.234","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197501","1541.567","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197502","1358.921","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197503","1516.69","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197504","1508.513","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197505","1543.321","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197506","1527.739","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197507","1557.676","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197508","1557.841","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197509","1491.082","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197510","1568.14","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197511","1442.08","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197512","1596.979","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197513","18210.549","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197601","1530.972","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197602","1418.877","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197603","1604.907","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197604","1582.55","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197605","1565.236","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197606","1611.321","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197607","1649.041","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197608","1606.829","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197609","1579.969","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197610","1599.466","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197611","1598.778","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197612","1718.789","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197613","19066.737","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197701","1580.641","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197702","1525.826","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197703","1656.761","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197704","1638.726","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197705","1618.43","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197706","1675.661","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197707","1667.019","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197708","1713.623","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197709","1645.199","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197710","1666.977","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197711","1646.948","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197712","1750.471","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197713","19786.28","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197801","1647.08","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197802","1575.349","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197803","1762.218","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197804","1669.581","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197805","1785.037","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197806","1742.294","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197807","1722.111","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197808","1800.235","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197809","1654.523","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197810","1734.818","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197811","1722.261","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197812","1767.324","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197813","20582.832","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197901","1735.484","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197902","1668.787","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197903","1833.141","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197904","1650.84","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197905","1738.872","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197906","1675.01","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197907","1659.318","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197908","1743.763","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197909","1629.215","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197910","1735.304","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197911","1642.866","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197912","1724.684","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","197913","20437.281","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198001","1679.475","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198002","1625.748","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198003","1687.549","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198004","1675.176","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198005","1653.262","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198006","1587.486","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198007","1641.647","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198008","1598.015","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198009","1591.533","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198010","1676.638","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198011","1541.419","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198012","1699.511","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198013","19659.121","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198101","1704.736","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198102","1507.341","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198103","1638.97","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198104","1592.455","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198105","1617.615","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198106","1648.04","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198107","1671.287","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198108","1633.542","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198109","1593.731","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198110","1614.32","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198111","1554.734","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198112","1699.687","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198113","19477.815","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198201","1569.019","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198202","1490.569","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198203","1629.996","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198204","1647.141","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198205","1607.833","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198206","1599.897","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198207","1610.077","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198208","1590.253","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198209","1544.693","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198210","1563.675","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198211","1583.217","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198212","1616.447","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198213","19052.213","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198301","1506.39","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198302","1370.224","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198303","1672.509","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198304","1538.215","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198305","1615.541","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198306","1639.34","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198307","1621.271","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198308","1664.014","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198309","1603.287","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198310","1616.601","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198311","1579.636","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198312","1707.128","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198313","19134.156","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198401","1618.182","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198402","1474.971","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198403","1642.955","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198404","1622.544","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198405","1694.297","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198406","1662.742","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198407","1678.016","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198408","1723.315","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198409","1587.871","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198410","1664.472","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198411","1615.666","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198412","1623.611","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198413","19608.642","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198501","1643.093","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198502","1500.869","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198503","1674.56","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198504","1682.622","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198505","1730.889","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198506","1657.298","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198507","1717.122","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198508","1767.976","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198509","1592.871","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198510","1712.45","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198511","1636.855","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198512","1724.899","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198513","20041.504","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198601","1652.378","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198602","1504.993","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198603","1740.575","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198604","1719.314","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198605","1766.4","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198606","1731.432","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198607","1817.562","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198608","1826.268","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198609","1665.936","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198610","1787.349","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198611","1689.247","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198612","1838.505","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198613","20739.96","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198701","1716.164","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198702","1612.681","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198703","1767.926","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198704","1779.97","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198705","1825.083","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198706","1806.917","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198707","1876.141","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198708","1827.027","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198709","1771.428","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198710","1853.832","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198711","1725.398","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198712","1856.235","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198713","21418.801","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198801","1810.178","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198802","1765.828","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198803","1918.388","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198804","1838.196","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198805","1841.929","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198806","1880.789","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198807","1858.741","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198808","1892.35","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198809","1819.126","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198810","1886.791","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198811","1829.057","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198812","1925.26","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198813","22266.632","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198901","1815.54","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198902","1702.183","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198903","1927.256","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198904","1802.895","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198905","1882.02","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198906","1908.359","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198907","1868.034","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198908","1950.556","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198909","1792.887","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198910","1932.149","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198911","1848.333","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198912","1994.562","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","198913","22424.774","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199001","1863.155","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199002","1750.371","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199003","1921.847","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199004","1815.136","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199005","1917.887","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199006","1850.813","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199007","1892.703","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199008","2007.674","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199009","1755.864","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199010","1891.255","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199011","1833.361","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199012","1865.515","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199013","22365.58","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199101","1814.92","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199102","1655.906","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199103","1862.227","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199104","1784.034","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199105","1846.604","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199106","1852.312","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199107","1904.023","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199108","1928.827","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199109","1792.513","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199110","1906.016","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199111","1796.657","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199112","1920.815","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199113","22064.855","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199201","1839.963","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199202","1751.584","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199203","1874.618","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199204","1834.186","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199205","1891.312","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199206","1832.929","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199207","1916.196","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199208","1908.474","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199209","1799.607","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199210","1921.654","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199211","1806.686","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199212","1985.57","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199213","22362.78","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
"TXACBUS","199301","1774.894","1","Total Primary Energy Consumed by the Transportation Sector","Trillion Btu"
